Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.4215,Sat Mar 24 16:53:48 +0000 2018,0.0,0.865,0.135,Students are marching through the same streets as Martin Luther King Jr. did -- hoping for similar change… https://t.co/Var2fzWPrv,59,@CNN
-0.3862,Sat Mar 24 16:42:13 +0000 2018,0.302,0.44,0.258,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/nGvY9rZmT8",60,@CNN
0.4404,Sat Mar 24 16:31:00 +0000 2018,0.106,0.661,0.233,She's waited 5 years for gun control reform. This Sandy Hook survivor hopes the time is now. https://t.co/c3FgTBdjuw https://t.co/wv1na3BSEd,61,@CNN
-0.34,Sat Mar 24 16:22:37 +0000 2018,0.112,0.888,0.0,"At the March for Our Lives rally in Washington, students are leading demonstrations to call for stricter gun laws.… https://t.co/zUegljvkN7",62,@CNN
0.4404,Sat Mar 24 16:06:24 +0000 2018,0.0,0.847,0.153,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/O4anVJKMUl https://t.co/QFVXqcTGba,63,@CNN
0.7506,Sat Mar 24 15:54:36 +0000 2018,0.0,0.714,0.286,"""We applaud the many courageous young Americans exercising their First Amendment rights today."" Read the White Hous… https://t.co/w2Od16w90R",64,@CNN
0.0,Sat Mar 24 15:47:48 +0000 2018,0.0,1.0,0.0,"""The finish line at the end of the march here today in Parkland...is our beginning line. We are just getting starte… https://t.co/nyetTEbTz7",65,@CNN
0.4215,Sat Mar 24 15:34:51 +0000 2018,0.0,0.823,0.177,The March for Our Lives isn't just happening in the United States https://t.co/qPe1ZyM3Ly https://t.co/xUI4pfmhzy,66,@CNN
-0.1779,Sat Mar 24 15:27:30 +0000 2018,0.147,0.735,0.118,"RT @CNNPolitics: At #MarchForOurLives, Democratic Sen. Amy Klobuchar says President Trump's steps to ban bump stocks are a ""good thing,"" bu…",67,@CNN
-0.3182,Sat Mar 24 15:23:04 +0000 2018,0.119,0.881,0.0,"This marcher is only 6. But as her sign says, so were the Sandy Hook victims. https://t.co/wjC5FXEGYn https://t.co/tCbNWFZ05J",68,@CNN
0.6249,Sat Mar 24 15:11:32 +0000 2018,0.0,0.814,0.186,"Arnold Schwarzenegger says John Kasich could be ""a great alternative"" to President Donald Trump if the President fa… https://t.co/RUMvZc7Cga",69,@CNN
-0.3182,Sat Mar 24 15:03:24 +0000 2018,0.099,0.901,0.0,This 6-year-old is marching in London today carrying a sign with the names of the victims of the 2012 Sandy Hook ma… https://t.co/JN7ej0DTAC,70,@CNN
0.0,Sat Mar 24 14:55:31 +0000 2018,0.0,1.0,0.0,Medicaid is a lifeline for nearly half of this county's residents https://t.co/G1iKLz7afP https://t.co/x9pwitibED,71,@CNN
-0.4404,Sat Mar 24 14:43:59 +0000 2018,0.17,0.83,0.0,Demonstrators are gathering in Washington DC and across the US to demand stricter gun laws. Follow along for live u… https://t.co/YuwfaesMEm,72,@CNN
0.2023,Sat Mar 24 14:40:06 +0000 2018,0.081,0.806,0.113,"RT @CNNPolitics: Sen. Elizabeth Warren, who is joining #MarchForOurLives in Boston, says she is struck by ""how powerful"" the students are h…",73,@CNN
0.1828,Sat Mar 24 14:36:36 +0000 2018,0.127,0.71,0.163,"Activists are marching, but the public hasn't punished Republicans in polls for inaction on guns… https://t.co/N3PtWjSnan",74,@CNN
0.0,Sat Mar 24 14:29:26 +0000 2018,0.0,1.0,0.0,Investigators search Cambridge Analytica's London offices https://t.co/B4Y5E1KuKp https://t.co/E8TQacLUCG,75,@CNN
-0.7096,Sat Mar 24 14:22:20 +0000 2018,0.237,0.763,0.0,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/qDEccGK7A7",76,@CNN
-0.34,Sat Mar 24 14:15:07 +0000 2018,0.13,0.87,0.0,Students are rallying in Washington and across the US for stricter gun laws. Follow live updates:… https://t.co/nzbh53hRwx,77,@CNN
0.0,Sat Mar 24 14:08:22 +0000 2018,0.126,0.747,0.126,911 calls capture the confusion when a false missile alert went out in Hawaii https://t.co/0CJ3lGWQAp https://t.co/3NKkWVSXE4,78,@CNN
0.5106,Sat Mar 24 14:01:20 +0000 2018,0.0,0.82,0.18,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/0ZFfjjfFa7 https://t.co/VZwxtPTHxC,79,@CNN
0.5994,Sat Mar 24 13:54:11 +0000 2018,0.0,0.782,0.218,Ex-Cambridge Analytica staff say a super PAC run by John Bolton used compromised Facebook data… https://t.co/GyV7wgK6kM,80,@CNN
0.0,Sat Mar 24 13:47:35 +0000 2018,0.0,1.0,0.0,"Survivors of the deadly shooting rampage at a Parkland, Florida, high school are set to lead thousands in a March f… https://t.co/iKYqAhZqKv",81,@CNN
0.0,Sat Mar 24 13:41:06 +0000 2018,0.0,1.0,0.0,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/WnLQn2IECk",82,@CNN
0.0772,Sat Mar 24 13:31:03 +0000 2018,0.0,0.925,0.075,Sydney's newest landmark is a mixed-use development called Central Park. The award-winning complex boasts one of th… https://t.co/lY2HQsxvic,83,@CNN
0.0,Sat Mar 24 13:01:07 +0000 2018,0.0,1.0,0.0,"Chef José Andrés' ThinkFoodGroup and various DC restaurants started Food for Our Lives, a collaboration of business… https://t.co/Dnkr1OcOST",84,@CNN
-0.4404,Sat Mar 24 12:31:03 +0000 2018,0.139,0.861,0.0,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/saySIFhPEF,85,@CNN
0.4404,Sat Mar 24 12:01:05 +0000 2018,0.0,0.847,0.153,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/JMDXhV7m6Z https://t.co/jc66QH0Vh3,86,@CNN
0.5423,Sat Mar 24 11:31:02 +0000 2018,0.0,0.816,0.184,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/2R6uwk8aix",87,@CNN
0.0516,Sat Mar 24 11:01:05 +0000 2018,0.111,0.769,0.12,Russian rap pioneers are losing faith with a new generation of rappers they say are absorbed by flashy lifestyles s… https://t.co/rHWuWxTvWY,88,@CNN
0.0,Sat Mar 24 10:31:06 +0000 2018,0.0,1.0,0.0,"When students of Marjory Stoneman Douglas return to class after spring break next week, they'll be required to carr… https://t.co/BQQ9SELncO",89,@CNN
0.0,Sat Mar 24 10:01:06 +0000 2018,0.0,1.0,0.0,"25 years ago, Republicans were more educated than Democrats. Now it's the opposite, a new Pew Research survey shows… https://t.co/tz4yIojrhW",90,@CNN
0.5574,Sat Mar 24 09:31:01 +0000 2018,0.0,0.805,0.195,"Taylor Swift has sold more than 2 million copies of ""Reputation"" -- making it the first album to accomplish that fe… https://t.co/xGaiRntOFc",91,@CNN
0.0,Sat Mar 24 09:01:07 +0000 2018,0.0,1.0,0.0,"""This is an American icon that has to be saved"": The billionaire CEO behind Bratz dolls and Little Tike toys is on… https://t.co/Dq7aGo9anA",92,@CNN
0.2263,Sat Mar 24 08:45:08 +0000 2018,0.113,0.739,0.148,"Don't let the Vatican’s beauty and allure fool you. The dark story behind some of the world’s most famous artwork,… https://t.co/yjLANUmIsS",93,@CNN
-0.6597,Sat Mar 24 08:31:04 +0000 2018,0.239,0.761,0.0,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/BVHKNRz6p5 https://t.co/Jz0KOopdDE,94,@CNN
0.5719,Sat Mar 24 08:01:04 +0000 2018,0.0,0.821,0.179,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/eHi3GMrqhF,95,@CNN
0.3818,Sat Mar 24 07:31:03 +0000 2018,0.0,0.874,0.126,"Charlotte Pence says she's ""all for"" comedian John Oliver's parody book, which depicts her family's pet rabbit Marl… https://t.co/GVSsaRAh36",96,@CNN
0.5106,Sat Mar 24 07:01:07 +0000 2018,0.0,0.82,0.18,This mom's tweet helped 500 students find free housing for March for Our Lives https://t.co/G87bku1lsf https://t.co/S33VYhu0oo,97,@CNN
-0.0772,Sat Mar 24 06:46:02 +0000 2018,0.121,0.769,0.109,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/ZZ8u4tu9jg,98,@CNN
-0.4767,Sat Mar 24 06:40:11 +0000 2018,0.14,0.86,0.0,A French police officer who asked a gunman to let him take the place of a hostage in a supermarket attack has died.… https://t.co/XhbAin6Bi4,99,@CNN
-0.4588,Sun Mar 25 04:50:00 +0000 2018,0.375,0.625,0.0,.@CardinalDolan: @TheDemocrats abandoned Catholics. https://t.co/eJ5kXrVjNk https://t.co/pslA6vKhLN,0,@FoxNews
0.3182,Sun Mar 25 04:32:00 +0000 2018,0.0,0.867,0.133,".@MichelleMalkin: ""This movement constitutes a real effort by some of these responsible leaders to make California… https://t.co/v69T0f6c9d",1,@FoxNews
-0.6486,Sun Mar 25 04:24:19 +0000 2018,0.281,0.719,0.0,"Iowa family found dead in Mexico inhaled toxic gas, autopsies reveal
https://t.co/qmnCSXaYUt",2,@FoxNews
0.0,Sun Mar 25 04:00:00 +0000 2018,0.0,1.0,0.0,U.S. markets - this week. https://t.co/IypJJ2Z8cq,3,@FoxNews
0.4019,Sun Mar 25 03:52:00 +0000 2018,0.0,0.816,0.184,"Earlier today, @HillaryClinton tweeted out a message of support for the #MarchForOurLives. https://t.co/KpOnezljw1 https://t.co/bveEbcdthq",4,@FoxNews
-0.6065,Sun Mar 25 03:48:00 +0000 2018,0.292,0.708,0.0,Poll: 62% say marches will not be effective in passing new gun laws. https://t.co/bCGdknQEZ7,5,@FoxNews
-0.7717,Sun Mar 25 03:48:00 +0000 2018,0.271,0.729,0.0,"TOMORROW: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/QUFGDHZhr3",6,@FoxNews
-0.2263,Sun Mar 25 03:43:00 +0000 2018,0.147,0.853,0.0,"At the #MarchforourLives in Washington, D.C., Parkland student @davidhogg111 demanded change.… https://t.co/myfN11llpw",7,@FoxNews
0.0,Sun Mar 25 03:43:00 +0000 2018,0.0,1.0,0.0,".@dbongino: ""Yesterday was a disaster."" https://t.co/eIG4zb8K1d",8,@FoxNews
-0.34,Sun Mar 25 03:30:00 +0000 2018,0.188,0.699,0.113,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/Mx2wzyxhtj",9,@FoxNews
0.6369,Sun Mar 25 03:25:00 +0000 2018,0.0,0.802,0.198,"On ""America's News Headquarters,"" @CharlieKirk11 pointed out what he called ""one of the greatest ironies"" about gun… https://t.co/PWrak7udxe",10,@FoxNews
-0.7351,Sun Mar 25 03:24:00 +0000 2018,0.356,0.644,0.0,".@JCLayfield: ""There's no difference between Republicans and Democrats. Debt doubled under Bush. Debt doubled under… https://t.co/PLhCAa0ZP1",11,@FoxNews
0.0258,Sun Mar 25 03:16:00 +0000 2018,0.127,0.741,0.132,"On ""America's News Headquarters,"" Parkland survivor @KyleKashuv talked about the #MarchforourLives and the gun cont… https://t.co/7Z6oLIGl2d",12,@FoxNews
0.7003,Sun Mar 25 02:55:00 +0000 2018,0.0,0.691,0.309,OPINION: How can the US do a better job of keeping kids safe at school? https://t.co/Rs3WEJu9lM,13,@FoxNews
0.0,Sun Mar 25 02:50:00 +0000 2018,0.0,1.0,0.0,.@elonmusk thrusts civilian flamethrowers into the spotlight https://t.co/hy3xI0OPUj,14,@FoxNews
0.4019,Sun Mar 25 02:45:00 +0000 2018,0.0,0.838,0.162,.@IvankaTrump: Skill-based education is crucial to putting more Americans on a path to promising careershttp://www.… https://t.co/ZwiB3fk19R,15,@FoxNews
0.2924,Sun Mar 25 02:39:00 +0000 2018,0.0,0.897,0.103,".@cvpayne: ""We know China's ripping us off. Americans know this, and yet everyone says 'don't fight back.' What kin… https://t.co/1mvLKtQReg",16,@FoxNews
0.0,Sun Mar 25 02:33:00 +0000 2018,0.0,1.0,0.0,".@TheOfficerTatum: “The flag means everything. I mean the reason that I’m able to come on TV, the reason I’m able t… https://t.co/UicAUInsqn",17,@FoxNews
0.6486,Sun Mar 25 02:25:00 +0000 2018,0.0,0.71,0.29,Pennsylvania school wants to arm students with rocks to protect them against active shooters https://t.co/g10LILBF0U,18,@FoxNews
0.5627,Sun Mar 25 02:21:00 +0000 2018,0.0,0.764,0.236,OPINION: Advice for Trump: Don't fire Robert Mueller -- He will clear you in the end https://t.co/7m5MAkwHkY,19,@FoxNews
-0.1027,Sun Mar 25 02:16:00 +0000 2018,0.119,0.794,0.087,.@JoeBiden is backing off his tough talk against President @realDonaldTrump.  https://t.co/7QZa211h3b https://t.co/sACgoY0GDR,20,@FoxNews
0.3612,Sun Mar 25 02:08:51 +0000 2018,0.0,0.815,0.185,"Earlier, Parkland survivor @Emma4Change called for change during the #MarchForOurLives rally.… https://t.co/TXb6UFc2Za",21,@FoxNews
-0.5859,Sun Mar 25 01:54:57 +0000 2018,0.255,0.745,0.0,Senior NSA official says tech is wondrous -- and risky in a world of cyberspace foes https://t.co/vwhSTfoQls,22,@FoxNews
0.5719,Sun Mar 25 01:46:58 +0000 2018,0.0,0.764,0.236,"David Bossie on omnibus bill: ""The swamp won on this one."" @JudgeJeanine https://t.co/zEF9nHe4j9",23,@FoxNews
0.0,Sun Mar 25 01:44:51 +0000 2018,0.0,1.0,0.0,"David Bossie on omnibus bill: ""This Republican leadership in the Congress did [@POTUS] a disservice by forcing him… https://t.co/QHPPv9GmtM",24,@FoxNews
-0.5106,Sun Mar 25 01:40:12 +0000 2018,0.155,0.845,0.0,"David Bossie on omnibus bill: ""It's a fundamental failure of leadership in Congress. What they sent @POTUS is tanta… https://t.co/Y90F3yMyro",25,@FoxNews
0.0,Sun Mar 25 01:36:21 +0000 2018,0.0,1.0,0.0,What's in the omnibus bill. https://t.co/S5bJj1GGJr,26,@FoxNews
0.0,Sun Mar 25 01:25:11 +0000 2018,0.0,1.0,0.0,".@hogangidley45 on omnibus bill: ""They weren't building new equipment under @BarackObama, they were rebuilding and… https://t.co/kFjR16cq7M",27,@FoxNews
-0.5859,Sun Mar 25 01:18:16 +0000 2018,0.213,0.787,0.0,".@JudgeJeanine: ""The omnibus bill that Republicans gave President @realDonaldTrump yesterday is a total betrayal of… https://t.co/Ba0Ss81tXT",28,@FoxNews
0.2023,Sun Mar 25 01:16:52 +0000 2018,0.0,0.899,0.101,".@hogangidley45 on #MarchForOurLives: ""One of the significant victories in this omnibus package were two pieces of… https://t.co/VgvYB92wCW",29,@FoxNews
-0.8176,Sun Mar 25 01:08:46 +0000 2018,0.385,0.615,0.0,.@NASCAR driver has words of grief for Iowa family found dead in Mexico https://t.co/tNUXwWg5G0,30,@FoxNews
0.0,Sun Mar 25 01:00:17 +0000 2018,0.0,1.0,0.0,".@DiamondandSilk on Hollywood bashing Trump admin: ""Don't talk about this White House when their house is not in or… https://t.co/iaXdki3Ocf",31,@FoxNews
0.0,Sun Mar 25 00:56:07 +0000 2018,0.0,1.0,0.0,".@DiamondandSilk on @JoeBiden: ""The people [voting Democrat] need to look at this person that represents the Democr… https://t.co/IOmsR5Vo4r",32,@FoxNews
0.0,Sun Mar 25 00:51:49 +0000 2018,0.0,1.0,0.0,"On day to 'march for our lives,' rival rallies and competing views https://t.co/CbmsOhaOMR",33,@FoxNews
-0.6124,Sun Mar 25 00:49:04 +0000 2018,0.217,0.783,0.0,".@KayaJones on social media gun censorship: ""Divide and conquer, you take away anyone's right to fight back. And so… https://t.co/l6UU0LQMKV",34,@FoxNews
-0.7717,Sun Mar 25 00:48:00 +0000 2018,0.271,0.729,0.0,"TOMORROW: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/RIs4Y4GE7s",35,@FoxNews
0.0,Sun Mar 25 00:41:06 +0000 2018,0.0,1.0,0.0,Buckingham Palace goes dark for #EarthHour. https://t.co/E2HwY1uDZM,36,@FoxNews
0.7096,Sun Mar 25 00:35:22 +0000 2018,0.0,0.704,0.296,".@KellyannePolls on border wall: ""[Democrats] pretended that everything they cared about with respect to immigratio… https://t.co/w9StCSKbnZ",37,@FoxNews
0.3612,Sun Mar 25 00:35:00 +0000 2018,0.0,0.857,0.143,.@RepMcSally: “You cannot have just one state who chooses to be lawless like California is.” https://t.co/k7jlCnzYKP,38,@FoxNews
-0.4019,Sun Mar 25 00:23:29 +0000 2018,0.114,0.886,0.0,".@KellyannePolls on spending bill: ""This is a town that not so long ago was mocking the very idea of a wall, and no… https://t.co/J6HBxbbMgo",39,@FoxNews
0.0,Sun Mar 25 00:14:46 +0000 2018,0.0,1.0,0.0,"Hartford Mayor Luke Bronin on sanctuary cities: ""What police chiefs around the country have said is that it undermi… https://t.co/Iyp5krehsQ",40,@FoxNews
0.0,Sun Mar 25 00:06:20 +0000 2018,0.0,1.0,0.0,Jeff Sessions Breaks Silence on Trump Critiques: 'That's Just His Style' https://t.co/MpAg00YOGK,41,@FoxNews
-0.4939,Sat Mar 24 23:57:50 +0000 2018,0.225,0.688,0.087,"McSally: Kidding about Calif. wall, 'serious' about state's 'dangerous' illegal immigration policies https://t.co/yp6a97G1zQ",42,@FoxNews
0.0,Sat Mar 24 23:47:30 +0000 2018,0.0,1.0,0.0,".@seanspicer: “This president came in as a disruptor, he’s going to continue to do that and he will continue to bri… https://t.co/tMSgDzzZxK",43,@FoxNews
0.25,Sat Mar 24 23:42:14 +0000 2018,0.0,0.875,0.125,MLK's granddaughter at March for Our Lives: 'I have a dream that enough is enough' https://t.co/DVg9q7PBAV,44,@FoxNews
-0.25,Sat Mar 24 23:29:17 +0000 2018,0.202,0.655,0.143,"Russia's chess diplomacy at the UN Security Council leaves US, allies frustrated https://t.co/gBSqRbUu0N",45,@FoxNews
0.0,Sat Mar 24 23:20:19 +0000 2018,0.0,1.0,0.0,"Earlier, @BillClinton tweeted about #MarchForOurLives. https://t.co/hJcfPXhDW7",46,@FoxNews
0.0,Sat Mar 24 23:11:47 +0000 2018,0.0,1.0,0.0,What's not in the omnibus bill. #FoxReport https://t.co/mQoKnGJVfR https://t.co/KVDYwYjL7v,47,@FoxNews
0.0,Sat Mar 24 23:08:13 +0000 2018,0.0,1.0,0.0,Hundreds of thousands attend #MarchForOurLives rallies around the country. @pdoocy has the story. #FoxReport… https://t.co/NVCKyqRs1L,48,@FoxNews
-0.6124,Sat Mar 24 23:04:29 +0000 2018,0.333,0.667,0.0,"Trump administration backs UK after ex-spy poisoning, considers 'options' against Russia https://t.co/1mkzq5wkfZ",49,@FoxNews
0.2732,Sat Mar 24 23:02:21 +0000 2018,0.0,0.84,0.16,"RT @FoxBusiness: Weinstein Co files for bankruptcy, ends all non-disclosure agreements https://t.co/RlF2FiH6qk",50,@FoxNews
0.34,Sat Mar 24 23:00:58 +0000 2018,0.0,0.789,0.211,RT @FoxBusiness: Facebook security chief plans to step down https://t.co/xJ8fP5boXS,51,@FoxNews
0.0258,Sat Mar 24 22:57:21 +0000 2018,0.182,0.629,0.189,NY Archbishop Timothy Dolan Says Dem Party Is 'Abandoning Catholics' https://t.co/yciAzSSYpN,52,@FoxNews
0.6597,Sat Mar 24 22:51:50 +0000 2018,0.0,0.769,0.231,"Dr. Rebecca Grant: ""What's useful for @POTUS is that @AmbJohnBolton has deep knowledge of Iran, of the North Korea… https://t.co/HFu58TNGvb",53,@FoxNews
0.4767,Sat Mar 24 22:44:56 +0000 2018,0.0,0.819,0.181,".@JoeBiden: 'I Shouldn't Have Said What I Said' About Trump, But 'Women Should Be Respected' https://t.co/GVISvODlqW",54,@FoxNews
-0.4939,Sat Mar 24 22:36:25 +0000 2018,0.167,0.833,0.0,OPINION: #MarchForOurLives: What do we say to our kids who fear being shot at their schools? https://t.co/gdICmeFs6i,55,@FoxNews
0.128,Sat Mar 24 22:30:00 +0000 2018,0.0,0.923,0.077,"TOMORROW on @FoxNewsSunday, an exclusive with @USTreasury Secretary @stevenmnuchin1 - Tune in at 2p &amp; 7p ET on Fox… https://t.co/Xz2go9D43h",56,@FoxNews
0.5365,Sat Mar 24 22:21:46 +0000 2018,0.058,0.717,0.224,".@leximccammond: ""A lot of people don't want to threaten the Second Amendment rights...I think things like banning… https://t.co/loRIRYrRhZ",57,@FoxNews
0.296,Sat Mar 24 22:17:20 +0000 2018,0.09,0.714,0.195,".@leximccammond: ""We saw how powerful protests can be, whether it's [#MarchForOurLives] or any number of marches we… https://t.co/9WPszwkZ2C",58,@FoxNews
0.0,Sat Mar 24 22:12:47 +0000 2018,0.0,1.0,0.0,#MarchForOurLives demands. https://t.co/Zcy4Pbgy3I https://t.co/WvnilKO4eO,59,@FoxNews
0.0,Sat Mar 24 22:08:59 +0000 2018,0.0,1.0,0.0,Hundreds of thousands gathered nationwide to participate in the #MarchForOurLives rallies. @BryanLlenas has the sto… https://t.co/TdNkSNa3ac,60,@FoxNews
-0.3818,Sat Mar 24 22:00:40 +0000 2018,0.167,0.833,0.0,A winter storm is passing through the Midwest. @AdamKlotzFNC is tracking the severe weather. https://t.co/brhrcGwHcM,61,@FoxNews
0.0,Sat Mar 24 21:53:54 +0000 2018,0.0,1.0,0.0,"TOMORROW on @FoxNewsSunday, #MarchForOurLives organizer @cameron_kasky and Marjory Stoneman Douglas student… https://t.co/j4ZdNk5Ljl",62,@FoxNews
0.34,Sat Mar 24 21:53:29 +0000 2018,0.0,0.893,0.107,".@RepScottPerry: ""We gotta spend what it takes to secure our border. You don't say to yourself, 'how much am I gonn… https://t.co/Q6y4FaTIZg",63,@FoxNews
-0.8979,Sat Mar 24 21:49:17 +0000 2018,0.498,0.452,0.05,Aspiring actress believed dead after going missing; boyfriend commits suicide after police pursuit https://t.co/OrvdyP9Lsi,64,@FoxNews
0.0,Sat Mar 24 21:48:13 +0000 2018,0.0,1.0,0.0,".@RepScottPerry on omnibus bill: ""We spent money on things that we told the American people we wouldn't, and we did… https://t.co/zhSlUxwZgT",65,@FoxNews
0.0,Sat Mar 24 21:44:06 +0000 2018,0.0,1.0,0.0,".@RepScottPerry: ""Let's talk about process. You don't bring out a $1.3 trillion spending package at 8:30 the evenin… https://t.co/pDiEm4zGov",66,@FoxNews
0.0,Sat Mar 24 21:42:42 +0000 2018,0.0,1.0,0.0,.@SenWarren ​slammed President @realDonaldTrump for his order banning most transgender troops from serving in the m… https://t.co/NmMKAox4ji,67,@FoxNews
-0.2755,Sat Mar 24 21:34:54 +0000 2018,0.095,0.905,0.0,"Hugo Gurdon: ""The filibuster is not going to go away because the Democrats are not going to agree to hand… https://t.co/8q1O8WEs4s",68,@FoxNews
0.0,Sat Mar 24 21:31:57 +0000 2018,0.0,1.0,0.0,Former Attorney General @EricHolder tweets about the #MarchForOurLives. https://t.co/KpOnezljw1 https://t.co/HSt7HnSloE,69,@FoxNews
0.0,Sat Mar 24 21:28:27 +0000 2018,0.0,1.0,0.0,DNC vs. RNC fundraising - 2018 election cycle. https://t.co/GYpqEOslmM,70,@FoxNews
0.4019,Sat Mar 24 21:27:07 +0000 2018,0.0,0.863,0.137,"Former President @BarackObama said that he and his wife, former First Lady @MichelleObama, support the young people… https://t.co/RejZy0CSqs",71,@FoxNews
0.4019,Sat Mar 24 21:25:40 +0000 2018,0.0,0.838,0.162,.@IvankaTrump: Skill-based education is crucial to putting more Americans on a path to promising careers https://t.co/fwoS2Ee3xd,72,@FoxNews
0.25,Sat Mar 24 21:20:38 +0000 2018,0.0,0.846,0.154,MLK's granddaughter at #MarchforOurLives: 'I have a dream that enough is enough' https://t.co/nbo0CrerDp,73,@FoxNews
-0.7506,Sat Mar 24 21:16:49 +0000 2018,0.353,0.579,0.068,Dallas pastor draws 99-year sentence for starving toddler to death to purge 'demon' https://t.co/jDEhMJXSrh,74,@FoxNews
0.0,Sat Mar 24 21:09:00 +0000 2018,0.0,1.0,0.0,"TOMORROW on @SundayFutures, @MariaBartiromo talks to @LindseyGrahamSC - Tune in at 10a ET on Fox News Channel! https://t.co/WFuU4P5Udm",75,@FoxNews
0.0,Sat Mar 24 21:04:15 +0000 2018,0.0,1.0,0.0,.@SteveHiltonx: The $1.3 trillion omnibus bill shows why the populist revolution has to target Congress next https://t.co/I5dLVq2EQI,76,@FoxNews
0.0772,Sat Mar 24 21:00:02 +0000 2018,0.086,0.817,0.097,"EARLIER: @Emma4Change: ""We all know what this is like, and it's up to us to stop it....get out there and vote. Get… https://t.co/b16ydgSIIQ",77,@FoxNews
-0.34,Sat Mar 24 20:57:00 +0000 2018,0.188,0.699,0.113,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/nMwFsMaFJw",78,@FoxNews
0.0,Sat Mar 24 20:56:22 +0000 2018,0.0,1.0,0.0,"TOMORROW on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in at 9p ET on Fox News Channel! https://t.co/PH3TfWZoAD",79,@FoxNews
-0.743,Sat Mar 24 20:51:18 +0000 2018,0.355,0.528,0.117,Family and friends mourn the loss of Iowa family of four who were found dead in Mexico https://t.co/6kB9IDB9Q7,80,@FoxNews
0.0,Sat Mar 24 20:50:00 +0000 2018,0.0,1.0,0.0,"On ""Cavuto Live,"" @cvpayne gave his take on the U.S.'s approach to economic competition from China.… https://t.co/KhdxuSi7IQ",81,@FoxNews
-0.4588,Sat Mar 24 20:50:00 +0000 2018,0.375,0.625,0.0,.@CardinalDolan: @TheDemocrats abandoned Catholics. https://t.co/JntoXrDskY https://t.co/NH7OJtDb1a,82,@FoxNews
-0.7717,Sat Mar 24 20:43:42 +0000 2018,0.271,0.729,0.0,"TOMORROW: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/mwEbUqydHh",83,@FoxNews
-0.25,Sat Mar 24 20:42:52 +0000 2018,0.143,0.756,0.101,"Van Hipp: ""A lot of times we're always responding to that last national security threat. @AmbJohnBolton is the kind… https://t.co/aLwBQuURb5",84,@FoxNews
0.6369,Sat Mar 24 20:40:39 +0000 2018,0.0,0.826,0.174,"Van Hipp on @AmbJohnBolton: ""I think it's one of @POTUS' best picks. This is the right man for these times.""… https://t.co/efQbe7blvt",85,@FoxNews
0.0,Sat Mar 24 20:38:22 +0000 2018,0.0,1.0,0.0,".@therealroseanne: Reboot will tackle healthcare, opioids and different cultures https://t.co/BzX6yTwzTO https://t.co/d72ZCNotz0",86,@FoxNews
-0.296,Sat Mar 24 20:37:00 +0000 2018,0.109,0.891,0.0,".@AlanDersh: ""There seems to be nothing there at all. No evidence of collusion and collusion is not a crime."" https://t.co/WMee42TsEJ",87,@FoxNews
0.0,Sat Mar 24 20:33:43 +0000 2018,0.0,1.0,0.0,Cities nationwide host #MarchForOurLives rallies; @WillCarrFNC reports from Los Angeles. https://t.co/KpOnezljw1 https://t.co/LJiNKGIWLe,88,@FoxNews
0.6249,Sat Mar 24 20:32:27 +0000 2018,0.0,0.733,0.267,Newt Gingrich: The future is amazing -- Here’s an incredible glimpse of what awaits us https://t.co/W6SmudXk5Y,89,@FoxNews
0.0,Sat Mar 24 20:25:00 +0000 2018,0.0,1.0,0.0,"At the #MarchforourLives rally in Washington, D.C., Trevon ""Tre"" Bosley, 19, of Chicago, whose brother of Terrell B… https://t.co/8v4zv6PWrq",90,@FoxNews
0.0,Sat Mar 24 20:24:54 +0000 2018,0.0,1.0,0.0,"Trump, GOP leaders face backlash over $1.3 trillion spending package https://t.co/HpTB2MOe9w",91,@FoxNews
